thread_id,customer_tweet,historical_agent_reply,intent
real_21958,@AmazonHelp @AmazonHelp @115850 @1402 @120781 what is the update Amazon team??,@120780 We've sent you an email correspondence to your registered account. Please refer and revert on the same. ^HK,
real_21961,@AmazonHelp kindly expedite your process it's already been 2 days since I filed this forgery and it's still not resolved.,@120780 We value your time. We shall get things right for you at the earliest. ^CB,
real_21964,@1402 @AmazonHelp can you guys stop the harassment and send me the product I ordered?,@120780 We're following up with your query here: https://t.co/b6M8qTWFD8. Please refer. ^GS,
real_21968,@AmazonHelp Grata. Procuro parceria para divulgar pq meus leitores não tem costume de ler ebook. Se tem como anunciar os livros ou divulgar via Amazon,"@120782 Anna Lou, você pode também entrar em contato com o departamento de R. P utilizando este link: https://t.co/4x5oTTr6Zb. ^VM",
real_22145,"@115851 @AmazonHelp @115850 @115821  Jeff,India help team is useless. Just provides link https://t.co/ZiE6eGp1Im but fails to act.",@120778 We are following up with you over email. Please reply to it for further insight on it. ^RW,
real_22148,@AmazonHelp I did not see any email. I only had to call again. Now I see it is rescheduled for pickup tomorrow 2nd Nov.,@120778 please respond to the email so that we can assist you accordingly. (2/2)^SU,
real_22149,@AmazonHelp I did not see any email. I only had to call again. Now I see it is rescheduled for pickup tomorrow 2nd Nov.,@120778 Request you to check the spam and junk folders in your mail box for the emails from social media team and (1/2)^SU,
real_22150,@120474 is Morrissey's gig at Brighton Arena included in the pre sale today? #fingerscrossed,"@120834 Hi, if it isn't listed then unfortunately it wouldn't be included in the pre-sale. ^AS",
real_22153,@AmazonHelp Oh no!!! Thanks anyway. Wish me luck trying to get tickets on Friday...,"@120834 Hi Helen, hope you saw the update that Brighton is included! Good news 😁 ^TS",
real_22155,@AmazonHelp Hoooorrrayyy! Not showing up on website yet as an option though?,"@120834 Hi Helen, please check back as it should go live soon. ^TS",
real_22158,@AmazonHelp It says that if I only select one ticket! What's going on?,"@120834 Hi, please get in touch with us here: https://t.co/oGDklGgbCZ &amp; we'll check this for you. ^TS",
real_22160,@AmazonHelp Well trying to buy 2 tickets but says I've exceeded amount of tickets?? Not what the t and cs say,@120834 Please reach out here so we can check this for you https://t.co/g7uvTs0guI  ^KM,
real_22162,午前中に受け取り先に荷物到着してるのにまだメール来ない。はよ認証番号メール送れやアマゾンさんよぉ,@120835 ご心配をおかけしております。メッセージセンターより認証キーが届いていないか、ご確認ください。https://t.co/qxvc47GM40  確認できない場合は、カスタマーサービスにご連絡ください。https://t.co/J6YEizo6qC  SM,
real_22164,"Thanks @115821 for spooking me on Halloween with an iPhone cable that caught on fire, needed a good scare #HappyHalloween2017",@120836 So sorry to hear about this. Hope you are ok. Please fill in the form: https://t.co/mk7tow11c4 and we will contact you. ^PK,
real_22168,@AmazonHelp ... Are you guys able to reply to this please?,"@120838 Hi, we can look into this, click here: https://t.co/JzP7hlA23B ^AS",
real_22171,@AmazonHelp I submitted all the details. Thank you for reply. Expecting a quick response over my refund. Hope @115850 deliver Customer satisfaction.,@120839 You're welcome. We're working on the issue and shall get back to you soon. ^SH,
real_22174,"@115850 @115821 Ths is so unprofessional of u guys.10k ws deducted frm my ac4no reasn&amp;tld tht it wil b compensated,but there's no ans.",@120840 We're sorry to keep you waiting. Please fill in your details here: https://t.co/GIJyeYqKE0 and we'll check right away. ^HK,
real_22184,@115850 @118919 Strange stil no action @1450 @1451 @__NAINA__ @120844,"@120843 Sorry for the trouble with the canceled order. Once an order is canceled, it cannot be reinstated. Kindly place a new order. ^AK",
real_22188,@120474 why don’t you have the Royal Albert Hall Morrissey date on the pre-sale? 🤔,@120845 Pls reach out here so we can look into this for you https://t.co/1C3if72BgJ ^KM,
real_22190,Yo @115850 thanks 😝 https://t.co/ENLmbYqJjw,@120846 Sweet! Tell your new friend we said Hi.😍 ^HK,
real_22192,"@115850 Hi, prime was available for 599/- per year few days back. Can you remind me when it will be back?",@120847 promotion has now expired the membership will cost Rs.999. 2/2^AR,
real_22194,"@115850 Hi, prime was available for 599/- per year few days back. Can you remind me when it will be back?",@120847 The actual price of the Prime membership is Rs. 999 and it was offered for Rs. 499 as introductory offer. Since the 1/2 ^AR,
real_22195,"Thanks @115830. Paid for prime membership to ensure next day delivery, 5 days later still waiting. No sd card for me then #AmazonWhine",@120848 Sorry to hear this. Has any reason been given for the delay? ^KM,
real_22198,@AmazonHelp Not that I can see https://t.co/c3atGuyoON,@120848 Thank you for the information. We'd like to look into this. Please contact us via phone/chat: https://t.co/JzP7hlA23B. ^AL,
real_22199,"@AmazonHelp Le SAV m'a dit hier qu'ils allaient accélérer l'expédition, mais c'est toujours pas expédié... c'est vraiment n'importe quoi Amazon","@120849 Je suis désolé, est-ce que la date de livraison est dépassée ?
^YL",
real_22202,"@AmazonHelp J'ai voulu annuler ma commande, mais Amazon dit que c'est soit disant trop tard... Vraiment barbant chez Amazon ! Que des problèmes!",@120849 Ou bien le retourner contre remboursement si l'article est expédié par Amazon. 2/2 ^FA,
real_22205,@AmazonHelp Où dois puis-je trouver votre SAV? c'est introuvable sur votre site...,"@120849 Vous pouvez joindre notre SAV via le lien suivant:  https://t.co/hgIrz98cdI 
^SA",
real_22207,"@AmazonHelp Hier c'était écrit ""envoi aujourd'hui"" dans le suivi, et ça n'a pas été expédié hier... #troll",@120849 L'avez-vous signalé à notre SAV s'il vous plaît? ^SA,
real_22209,@AmazonHelp Pourtant c'était écrit Prime en dessous de l'article quand il était dans mon panier...,"@120849 Je vous comprends, mais c'est le délai nécessaire et le plus rapide possible pour vous faire parvenir votre colis.",
real_22212,Je ne vois vraiment pas l'intérêt d'avoir prime... (article en stock et expédié par Amazon) @AmazonHelp https://t.co/4pnOr895TR,"@120849 Bonjour, la livraison ""Prioritaire"" est la plus rapide possible quand ""en 1j our ouvré"" n'est pas disponible pour un article",
real_22214,Amazon利用してない(´・ω・｀) https://t.co/cW9xq98GyQ,@120850 失礼いたします。ご存知かと存じますが、当サイトからそのようなメールをお送りすることはございません。当サイトの名をかたるフィッシング行為が増えているようです。今後もどうぞお気を付けくださいませ。https://t.co/k4jy2iTq1Y  SM,
real_22216,I’m unsure how a book can be ‘currently unavailable’ from the @117634 Store. Do they have to post it on a thumb drive &amp; have run out?,@120851 What book are you referring to? ^KM,
real_22218,@115850 @AmazonHelp @115851 #my Prime membership expired &amp; I got a notification AFTER that. Now I've had to renew at higher cost. (1),@120852 That's definitely something we must look into. Apologies for this. I'd share this feedback internally with the right team. ^JC,
real_22220,"@AmazonHelp worst service experience in last 3 months, delivery boy is so unprofessional &amp; absurd in talking as if he is doing favour for me","@120853 We're sorry about your delivery experience, Someshwar. Please report this here: https://t.co/vlvfJr4nN9. We'll investigate. ^HK",
real_22467,@AmazonHelp La réponse a été que je devais voir avec ma banque. Pourtant à l'origine il y a bien eu un problème sur Amazon.fr,"@120912 Avez-vous contacté votre banque? Quand avez-vous rempli le formulaire? 
^ARC",
real_22470,@AmazonHelp Oui contacté ma banque et porté plainte pour fraude. Je ne sais pas si je vais pouvoir être remboursée. Etait ce une fraude ou une erreur ?,"@120912 Je vous propose de relancer notre service client, pour vérifier cela via https://t.co/hgIrz98cdI
^YL",
real_22471,"@AmazonHelp Bonjour, mon problème n'a toujours pas été réglé après remplissage du formulaire","@120912 Bonjour, désolée pour cela, quelle a été la réponse fourni par notre SAV concernant ce souci je vous prie ? ^KE",
real_22473,"@AmazonHelp que mon dossier devait être examiné, puis que je serais recontactée sous un délais de 48h. Je n'ai jamais été recontactée",@120912 Merci de remplir ce formulaire afin que je puisse vérifier votre dossier SVP: https://t.co/HtUowfLjin ^BR,
real_22475,"@115821 après un chat direct avec vous au sujet d'une commande ne venant pas de moi, vous avez tout de même débité mon compte de 110,94€. ??","@120912 Bonjour, quelle était la réponse du service client à ce sujet lors du chat ? ^KD",
real_22477,@115821 @115850 @AmazonHelp delivery boy was too arrogant when I asked him to deliver my order next day he cancelled my order#annoyed,"@120913 Apologies for the unpleasant experience, have you reported this to our support here: https://t.co/vlvfJr4nN9? ^AH",
real_22479,"@115850 
Thankyou for ur super fast delivery and loving the prime membership😍😍😍",@120914 That was amazingly fast &amp; we are happy that you are delighted with this order delivery. ^AR,
real_22482,"@115850 I had ordered a RedMi 4,  4GB, 64Gb. delivered faulty piece, want re-order the product @1504 price. was going out nxt day.",@120915 for the phone which you are looking for. 2/2 ^SB,
real_22484,"@115850 I had ordered a RedMi 4,  4GB, 64Gb. delivered faulty piece, want re-order the product @1504 price. was going out nxt day.",@120915 Apologies on receiving a faulty product. You may visit the website and place an order 1/2 ^SB,
real_22485,"@AmazonHelp heißt das, das  ich umsonst zu Hause geblieben bin und ich hätte zur Arbeit gehen können da es wohl heute nicht mehr kommt? https://t.co/gSCaua0Qrd",@120916 Das lässt sich über Twitter schlecht sagen. Hast du mal in der Sendungsverfolgung des Transportdienstes nachgeschaut? ^AN,
real_22488,@AmazonHelp Gerade nachgeschaut. Kommt erst morgen...dann kann ich ja meine Planung für diese und nächste Woche verwerfen -.- https://t.co/6BT20Pvdg2,"@120916 Das ist ärgerlich. Wäre es für dich praktischer, wenn die Sendung dann an eine Abholstation umgeleitet wird? ^AN",
real_22490,"@AmazonHelp Bringt nichts, da ich heute Abend Hannover wieder verlasse und die Bestellung für meine Eltern ist, ich es aber für sie einrichten muss...","@120916 Ohm, das ist dann richtig doof 🙁 Ich hoffe, ihr findet eine Lösung. ^AN",
real_22493,"@AmazonHelp Es ärgert mich halt, da ich mit Prime bestellt habe, mir jetzt extra frei genommen habe und trotzdem mehr Aufwand habe als ich haben sollte.","@120916 Melde dich mal hier https://t.co/va1VRoK7GS und lass meine Kollegen prüfen, was passiert ist. Eventuell gibt es eine Lösung. ^DS",
real_22494,"@AmazonHelp Es ärgert mich halt, da ich mit Prime bestellt habe, mir jetzt extra frei genommen habe und trotzdem mehr Aufwand habe als ich haben sollte.",@120916 Habt ihr eine Lösung gefunden ? Oder hat es nicht mehr geklappt? :/ ^AV,
real_22496,"@AmazonHelp Am Ende hat alles geklappt, der Stick funktioniert auch größtenteils. Danke!",@120916 Das freut mich! Dann kann das Wochenende ja kommen. ;) Gruß ^TA,
real_22497,"@115821 three times I have asked @120169 UAE to deliver my parcel and it is still at their warehouse, absolutely rubbish!!!!!!",@120917 Which Amazon website did you order from? ^KM,
real_22500,"@AmazonHelp Is there a problem with books in the last couple of days?  Been trying to buy one that is a bestseller but you say only third parties offer it which is odd.  Similarly, the link for a book I ghosted - also a bestseller at the moment - says 3rd party only.","@120918 Hi, no issues have been reported. Can you send us a link for the two title please? We can take a look. ^TS",
real_22506,@AmazonHelp https://t.co/QCt7kMtESE,"@120918 Hi, have you been in touch with the publishers to check the details? ^TS",
real_22509,@AmazonHelp How would they know why you are directing people to The Works?,@120918 The latest information we have regarding an item's availability will be reflected on our website. ^BM,
real_22511,"@AmazonHelp Except that isn't the case.
1 Why not?
2 Why are you sending people to The Works?
3 Why is that book in Home &amp; KItchen?
4 What do you suggest I say to Bonnier when I call their switchboard as you suggest, to find out what Amazon is up to?
5 What is the point of having Prime?","@120918 Hi, you will need to speak with the publishers about this,as ^BM said the latest info we have is reflected on the website^AS.",
real_22515,"@AmazonHelp Except that isn't the case.
1 Why not?
2 Why are you sending people to The Works?
3 Why is that book in Home &amp; KItchen?
4 What do you suggest I say to Bonnier when I call their switchboard as you suggest, to find out what Amazon is up to?
5 What is the point of having Prime?",@120918 Please reach out to us here so we can look into this for you Linda  https://t.co/JzP7hlA23B ^KM,
real_22517,@AmazonHelp I have 'reached out' to you here - you have the information you need.  (You're compounding things by saying 'reach out' by the way . . .),@120918 Please request a call back here Linda so we can speak wit you https://t.co/zH8UlhTGcc ^KM,
real_22519,"@AmazonHelp You have all the information you need - just reply here thanks.  People get in touch this way because that is what they prefer - no forms, no phone calls, so please respond.","@120918 I have escalated your feedback about ""Please Let Me Go"" for correction. If we can help w/ anything else, let us know! ^KN 2/2",
real_22520,"@AmazonHelp You have all the information you need - just reply here thanks.  People get in touch this way because that is what they prefer - no forms, no phone calls, so please respond.","@120918 I apologise for the frustration, Linda! We don't have account access via Twitter, but we do want to help any way we can! 1/2",
real_22523,"@AmazonHelp On me dit, impossible d'annuler car c'est prêt pour être expédié, mais vous  ne l'expédiez pas...",@120849 S'agit-il d'un article volumineux ? ^SN,
real_22525,"Good morning @115821 - Day 4 of terrible customer service continues I guess

Read: https://t.co/x4SJJe9gzc",@120919 Pls fil out this secure form and a specialist will look into this for you https://t.co/tkLCr7DNil ^KM,
real_22528,"@AmazonHelp hahahaha, you sent me this yesterday. If my problem is, I can't login, how do you expect me to complete this page I have to log in to?",@120919 Is there any option to skip login at the bottom of the login? ^PK,
real_22536,Dear @AmazonHelp I've been paying for prime for awhile and having 2 packages due today &amp; one being undeliverable is VERY annoying. Explain,"@120923 Hi sorry to hear that, were you given a reason for the delay? ^AS",
real_22539,@AmazonHelp Undeliverable. Which makes no sense because my first package was easily delivered at 2pm but this one wasn't at 6pm?,@120923 My apologies Erin. Has any re-delivery attempt information been provided? ^DC,
real_22540,Hi I returned my order and I followed the proper procedure but got back an empty dabba from post office. @115850 @AmazonHelp PFA photos https://t.co/DmP0UrEttf,@120924 the issue. Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 2/2 ^SH,
real_22543,@AmazonHelp They are saying that amazon took the courier scanned it and returned.. they have no idea on how the box is empty,@120924 and they should be able to help you out. ^SG(2/2),
real_22544,@AmazonHelp They are saying that amazon took the courier scanned it and returned.. they have no idea on how the box is empty,"@120924 Be assured, returns once scanned are not sent back to the customers. Please escalate this with the carrier (1/2)",
real_22546,Hi I returned my order and I followed the proper procedure but got back an empty dabba from post office. @115850 @AmazonHelp PFA photos https://t.co/DmP0UrEttf,@120924 I get your concern if you have self returned the package kindly connect with the courier as they'll be able to help you with 1/2^SH,
real_22547,"@115850 
@AmazonHelp what's update of this? https://t.co/rZxXAjgtps",@120925 Please confirm if the order is picked up for the return. You may check the return status here: https://t.co/6z4yoQYZ7T (2/2)^SF,
real_22549,"@115850 
@AmazonHelp what's update of this? https://t.co/rZxXAjgtps",@120925 This being a social platform we can not access your Amazon account details. (1/2)^SF,
real_22553,"@115850 horrible experience.
Pathetic cs care . Worst experience.
Even a prime member",@120927 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2),
real_22555,"@115850 horrible experience.
Pathetic cs care . Worst experience.
Even a prime member",@120927 Apologies for the bad experience with our support. I'd like to help you with the issue. ^AK (1/2),
real_22556,@115821 I was waiting from morning but shipment not delivered and wrong status updated.,@120928 Apologies for the ordeal. Could you please let us know if we have missed the estimated delivery date? ^SB,
real_22558,@115830 pin set and purchase restrictions on. So WHY is my toddler still able to buy 3 films? https://t.co/9QvFJIs8Uq,"@120929 Hi, that's odd! Is the password saved to pop up automatically on the input screen? ^TS",
real_22560,@115821 would have made sense if there was record of it being delivered but it still said “shipped”....,@120930 Did the tracking say it was delivered? ^KM,
real_22564,@AmazonHelp  https://t.co/HWXuUYZUsi,@120930 We'd like to take another look into this with you. Please reach out via phone/chat here: https://t.co/hApLpMlfHN ^TK,
real_22566,"@AmazonHelp s/o to Amer at customer service for being helpful and understanding, as well as helping me actually get my money back!",@120930 Thank you for the update. Glad we were able to help!  ^CO,
real_22570,@115850 Ordered on 7 October 2017  Order# 403-7284574-6433108 not yet delivered. No way to cancel and get refund.,"@120931 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2^SC",
real_22573,That's @AmazonHelp return experience summed up in 2 images. The pick up person has been rescheduling and cancelling on his own. @115850 https://t.co/fM0w6AUv1t,"@120932 Sorry about that. I’d like to help you, please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. 1/2 ^SY",
real_22575,That's @AmazonHelp return experience summed up in 2 images. The pick up person has been rescheduling and cancelling on his own. @115850 https://t.co/fM0w6AUv1t,"@120932 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.2/2^SY",
real_22572,@115850 Ordered on 7 October 2017  Order# 403-7284574-6433108 not yet delivered. No way to cancel and get refund.,@120931 Sorry for the delay. I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. 1/2 ^SC,
real_22577,"@AmazonHelp it's 3rd week still I haven't received my replacement order, I had received unworkable mobile &amp; still it's not replace #Amazon",@120933 We have emailed you here: https://t.co/DTSNmGldJf Kindly check &amp; reply to it for further assistance. ^SY,
real_22580,@AmazonHelp U only email me that we vl solve ur problem but still it's not.. u r only wasting time,@120933 We request you to reply to the correspondence sent by us to your registered email id. We'll get this sorted for you. ^SB,
real_22582,@AmazonHelp Every time new person send me mail &amp; only give me assurance to resolve problem nothing apart from this,@120933 I get your disappointment. Request you to reply to the email sent by our social media team and we will respond on the same. ^GK,
real_22585,@AmazonHelp I think I am talking with ROBOT..only copy paste line I received.. my biggest mistake to purchase from #Amazon  ..,"@120933 I do get your concern Aman, please respond to the email you've received from us and we'll check this for you. ^HN",
real_22587,"@AmazonHelp R u getting my words I had mailed today they mailed me same thing ""we will solve ur issue soon"" this should be your tag line #Amazon",@120933 soon as we receive an update from them. 2/2 ^SH,
real_22588,"@AmazonHelp R u getting my words I had mailed today they mailed me same thing ""we will solve ur issue soon"" this should be your tag line #Amazon","@120933 I'm sorry it is taking longer than expected. We've escalated the issue to our concerned team, we'll get back to you as 1/2 ^SH",
real_22590,@115850 need a help..ordered a gift for sister...would you please deliver it before coming Sunday ? https://t.co/2Qx7IwPXto,@120934 We cannot guarantee an early delivery. I request you to kindly wait until the estimated delivery date. 2/2 ^AR,
real_22594,@AmazonHelp Unfortunately I'll have to cancel it then..disappointed https://t.co/YrXSmd0Duh,"@120934 I understand your concern, Rushikesh. I'll forward your feedback to the team concerned for review. ^HD",
real_22595,@115850 need a help..ordered a gift for sister...would you please deliver it before coming Sunday ? https://t.co/2Qx7IwPXto,"@120934 I understand you need the delivery asap. However, the delivery estimate is calculated based on multiple criteria.1/2^AR",
real_23032,"@115821 I got it today. It’s impossible to find the instructions for return and refund. Anyway, the refund is only 14$, ant the whole thing costed 46$. Not fair",@121014 Hello! We don't have access to your Amazon account via Twitter. When you have time please get in touch with us here: https://t.co/hApLpMlfHN We'll be happy to help!^CN,
real_23039,@AmazonHelp What happened? No one gives a solution. Now I’m not confident to buy anymore,@121014 Sorry to hear about your order issue. Please reach our to us by phone or chat here: https://t.co/hApLpMlfHN so we can look into this for you.^ES,
real_23041,@AmazonHelp Nothing in spam inbox. Got no answer. It’s a waste of time. Very disappointing,@121014 Can you please reach out by phone/chat on the link in the previous message. ^RS,
real_23042,@AmazonHelp I sent an email to customer service and I got no answer,"@121014 Hi, have you also checked your spam and junk folders? It can sometimes happen that an email from us can go there.^BZ",
real_23167,一応アマゾンでも予約してたんだけど一向に支払い番号メールが来ないん,@121045 アマゾンです。お支払番号は商品確保後、出荷準備に入り次第Ｅメールでお知らせします。予約商品の場合、商品によっては発売日当日、またはそれ以降に入荷されてから出荷準備を開始する場合がございます。恐れ入りますが、発売日を目安にお待ちください 。ET,
real_23169,@115850 is it #ethical to sell Audible in India if the support lies on shore? Why push this service down a customers throat?,@121046 Sorry for the trouble. We've received your details. Please allow us some time and we'll reach out to you. ^KA,
real_23171,"@115825 Fußball weg, Football weg! Filme und Serien! Mehr!",@121047 Vielen Dank für dein Feedback. Gebe ich gerne weiter! ^DW,
real_23179,"Par contre @120533 , vous allez très vite me rembourser mes colis NON LIVRABLES parce que vous ne savez pas effectué le tri correctement.","@121049 Bonjour, pourriez-vous m'expliquer davantage la situation s'il vous plaît ? ^FA",
real_23182,"@AmazonHelp J’ai commandé lundi deux produits, bénéficiant de Prime j’ai opté pour la livraison le soir. Ils ne sont jamais arrivés.",@121049 J'en suis vraiment navré. L'avez-vous signalé à notre SAV ? ^ARC,
real_23184,@AmazonHelp Oui j’attends un mail de remboursement qui n’est jamais arrivé,"@121049 D'accord, Veuillez nous tenir informés si vous avez reçu l'email de remboursement.",
real_23186,@AmazonHelp Je devais le recevoir hier :/,@121049 Vous m'en voyez navrée :/ je vous invite à vérifier ceci auprès de notre SAV via : https://t.co/hgIrz98cdI s'il vous plaît.,
real_23187,@115830 having problems getting a parcel delivered as it’s to a business address. They keep coming at 5:30 which is too late.,@121050 Has this happened for other orders aswell? ^KM,
real_23190,@AmazonHelp Never before!,@121050 And what's the tracking of the order now? ^PK,
real_23192,@AmazonHelp it says it's out for delivery now but has been attempted 2 or 3 times so far.,"@121050 Hi, is there a neighbour who can hold the parcel if the business address is closed? ^TS",
real_23194,@AmazonHelp It’s a large hospital so not really.,@121050 Hmm. Can you tell us who the courier is for this parcel? ^AL,
real_23196,@AmazonHelp I think it’s amazon. The email doesn’t give any specifics.,"@121050 Thanks for confirming, Liz! Please contact us by phone or chat so that we can help investigate further: https://t.co/JzP7hlA23B ^SD",
real_23197,"@115850 Order number 407-2412845-1630730, how to change shipping address?",@121051 details as we consider them to be personal information. Our Twitter page is visible to public. 3/3 ^SB,
real_23199,"@115850 Order number 407-2412845-1630730, how to change shipping address?",@121051 support team here: https://t.co/vlvfJr4nN9 We'll look into it. Please don’t provide your order/account 2/3 ^SB,
real_23206,@AmazonHelp can you explain why a package I was due to receive yesterday was marked as refused at my address - when no one refused it? Poor.,"@121053 Hi Mick, did you receive a calling card? Is your parcel listed as out for delivery again today: https://t.co/BQmcNXViiI ^TS",
real_23210,"@AmazonHelp It notes its being sent back to the sender - which, if true, is totally unacceptable - not exactly #prime level service","@121053 Hi, please reach out to us here: https://t.co/JzP7hlA23B we can look into the order for you. ^AS",
real_23211,@121055 When do you add Japan to the list of countries with access through the Xbox one app? @116313 @115821,"@121054 Thank you for the question. But we are unable to inform you when or if we will. if we do, we will let you know on our website.^ET",
real_23200,"@115850 Order number 407-2412845-1630730, how to change shipping address?",@121051 You may change the shipping address if the new address is within the same city. Please connect to our 1/3 ^SB,
real_23214,@AmazonHelp Hi can you tell me how I make a complaint about your delivery drivers?,@121056 Hi Lee. You can get in touch via this link: https://t.co/JzP7hlA23B. We'll be happy to help. ^DC,
real_23216,"@AmazonHelp I was told my account is on hold, if I can’t use my gift cards please return my money back to me Okay",@121057 Hi. Were you give advice on how to remove the lock from your account? ^DC,
real_23959,@115830 paid my yearly prime fee and my next order I get a delivery attempt sms even though I was waiting at the address. Not impressed!,"@121152 sorry to hear that, were you given a reason for the delay? ^AS",
real_23962,"@AmazonHelp Simply delivery attempt. Could not deliver today. I imagine it was because it was a business add and after 5, but no attempt was ever made.",@121152 Is there any information regarding when another attempt will be made? ^BM,
real_23964,@AmazonHelp No. I’ve signed in and it still says due 31st,@121152 Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS,
real_23967,@AmazonHelp I have sent an email as the same thing happened to me today. The delivery attempt was never made.,"@121152 For the fastest resolution, please reach us directly by choosing ""phone"" or ""chat"" when using RS's link, above. ^JR",
real_23968,@115850 You customer service number doesn't let me reach any rep. How do I talk to someone ?,"@121153 Choose Reason &gt; Choose Issue &gt; Choose the mode of contact phone, e-mail or chat. (2/2) ^VH",
real_23970,@115850 You customer service number doesn't let me reach any rep. How do I talk to someone ?,@121153 Please click on the link and follow the path: login or skip sign in &gt; Choose an option &gt; (1/2) ^VH,
real_23971,"予定日過ぎてもAmazonから荷物が届かないワイ
追跡しても意味わからんことが出てくる

さすが取引相手が中国なだけあるわ、、、",@121154 アマゾンです。ご迷惑をおかけしております。出品者発送の商品と推察いたしますが、出品者にはすでにお問い合わせ済みでございますか。ET,
real_23973,@115850 @AmazonHelp Order has not been picked up niether any update from Amazon or courier partner...,@120925 Sorry that the pickup is still pending. Please contact us here: https://t.co/rS49hgaADF &amp; we'll get it checked for you. ^SY,
real_23974,"@120474 Hey, is the brighton date not included in the pre-sale for morrissey??","@121155 Hey, yes Brighton is included! ^TS",
real_23977,@AmazonHelp trying to buy tickets for brighton but as soon as it went up even 1 ticket was exceeding the limit?,@121155 Please reach out here so we can check this for you https://t.co/eU0ern4EE5  ^KM,
real_23979,@AmazonHelp im currently on hold with the helpline...,@121155 Please keep us posted Charlotte. ^RS,
real_23981,"@115830 pre-ordered CoD WW2 on the 5th july, says today it won’t be delivered until 4th Nov, the day after release? Why is this?","@121156 Hi Lucy, is the game shipping to an address in the UK? ^RL",
real_23984,@AmazonHelp Yeah!,"@121156 Hmmm, odd! Please use this link to provide details and I'll personally investigate this for you: https://t.co/tkLCr7DNil ^RL",
real_23986,@AmazonHelp Have done - any idea on how long it will take?,@121156 You can expect a contact from us with in 12 hours! ^MW,
real_23988,@AmazonHelp Thank you!,@121156 No problem. ^KM,
real_23989,"@115850 ek saal me Amazon app pr sare contest me participate kiya...aaj tak kuch nahi mila
.
.
.
Isme koi jeetta bhi h ya sb fake h",@121157 All the promotions displayed on our website are 100% genuine. The winners are announced here: https://t.co/ICRkX2fNTQ. ^GS,
real_23992,@118919 I got a DEAD PHONE from Amazon.I ordered Iphone 7 32 gb rose gold from GREEN MOBILES.CAN SOMEONE FROM AMAZON REPLY ME ON THIS https://t.co/uaBcViNPQq,"@121158 Sorry about that. I’d like to help you, please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^SY",
real_23994,Absolutely love @115850 They processed a return on a product that a local vendor would not have even pursued the warranty.,@121159 Glad to hear that. Please keep us posted if you need any further assistance. ^GS,
real_23996,"@115821 @115850 @AmazonHelp I placed ds ordr n status is still ‘on d way’, is not dis ur failure to track ur deliveries on time? Disgustng https://t.co/u7Yco0g6DP","@121160 your order details, we consider it to be personal info. Our page is visible to the public. (3/3)^SF",
real_23998,"@115821 @115850 @AmazonHelp I placed ds ordr n status is still ‘on d way’, is not dis ur failure to track ur deliveries on time? Disgustng https://t.co/u7Yco0g6DP","@121160 here:  https://t.co/beaaDm0muc &amp; we'll sort this for you.  Also, please don't provide (2/3)^SF",
real_23999,"@115821 @115850 @AmazonHelp I placed ds ordr n status is still ‘on d way’, is not dis ur failure to track ur deliveries on time? Disgustng https://t.co/u7Yco0g6DP",@121160 I'm sorry about the delay in the delivery of your order. Please provide your details (1/3)^SF,
real_24000,@115850 hi why you end no emi cost on PS4 I was about to purchase today😑😬🙄🤔😒😔😕☹️,@121161 here: https://t.co/KcSbMgxRgY. Please let us know if you need any further clarification on this. 2/2 ^SY,
real_24002,@115850 hi why you end no emi cost on PS4 I was about to purchase today😑😬🙄🤔😒😔😕☹️,@121161 I understand your concern. No cost EMI is applicable on select sellers only. Please referrer to the FAQs 1/2 ^SY,
real_24054,Hello @115821 order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,"@121179 your order/account details, we consider it to be personal info. Our page is visible to the public. (3/3)^SF",
real_24057,Hello @115821 order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,"@121179 here: https://t.co/2kHjkbjHcL so we can take a closer look at this.  Also, please don't provide (2/3)^SF",
real_24058,Hello @115821 order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,@121179 This doesn't sound right! Have you reported this to our support team  (1/3)^SF,
real_24059,"@115821 your android app has been non responsive for weeks now. Can't search, only displays a puppy. 🤔",@121180 Have you tried reinstalling it or trying it on another device? ^KM,
real_24471,@1584 be careful while ordering any item from @115850 and asking for an extended warranty. Activating the warranty is a nightmare,@121277 I couldn'r comprehend you issue could you please elaborate? ^VH,
real_24473,@118919 finally got the echo plus India yayy https://t.co/pZluoJBUGg,@121278 That's amazing. How are you liking your new product? ^SF,
real_24477,@AmazonHelp once again can you tell me why my one day delivery items haven’t even been dispatched yet and are supposed to be here today?,"@121279 Hi Sian, orders are often dispatched &amp; delivered on the same day, as our carriers deliver until 9pm. ^TS",
