thread_id,customer_tweet,historical_agent_reply,intent,bootstrap_confidence
real_9787,@115833 please teach Alexa slang. I've been trying to play Momentz by gorillaz for the last 30 minutes.,@117792 We are always looking for ways to improve! You can provide your feedback to our developers here: https://t.co/XD4MGgu8XV ^EA,general_product_question,0.9
real_9789,Ordered cases for our new iPhone X and @115821 sent me iPhone 8 cases for BOTH ones. NOT THE SAME PHONE! #pissed,@117793 I'm sorry you didn't receive the correct items! I recommend trying the steps here for wrong items: https://t.co/3B6iUhjS3U ^SJ,damaged_or_wrong_item,0.96
real_9792,@AmazonHelp I already chatted with help and am still not convinced i'll get the right item because clearly the warehouse workers can't read.,@117793 Please keep us posted if a replacement was provided. We want to ensure you receive the correct phone case. ^EZ,complaint_escalation,0.88
real_9793,I was incredibly disappointed with my customer service call w @117795 after my order was 2x delayed and lost.,@117794 I'm sorry for the bad experience! What options did we offer on the phone? ^TN,delivery_delay_or_lost,0.93
real_9795,The reliability of @115821 2 Day Prime is hitting an all time low. Not sure what is going on over there.,"@117796 I'm sorry for any trouble, Chris! We're here to help. Are you having trouble with a specific order? ^BL",complaint_escalation,0.86
real_9797,@115850 I mean I don't have problem with most of the orders but the black dot moving with the green bar is quite irritating,"@117797 I get your concern, BIgral. I'll share your comments with internal teams for review. Do keep us posted. ^SV",other_spam_irrelevant,0.93
real_9800,"@AmazonHelp Haven’t received any mail, can you please resend mail to __email__",@117791 I just checked and can see that we have sent you an email correspondence. Request you to please check your spam folder. ^MK,account_or_login_issue,0.73
real_9803,"@AmazonHelp I have checked there is no email from amazon, and amazon is in safe senders list.","@117791 If you haven't received any email, please share your details here: https://t.co/GIJyeYqKE0 and we'll get back to you. ^HD",account_or_login_issue,0.82
real_9805,@AmazonHelp I have filled the details,"@117791 If you've shared your details in the link, we'll check and get back to you with an update soon. ^MK",other_spam_irrelevant,0.92
real_9806,"@115821 , #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace @115850 https://t.co/iHDriblZw9",@117791 Sorry for the trouble with the order. We've emailed you here: https://t.co/DhLEO2IzjY Kindly check and respond. Please 1/2,refund_or_return,0.92
real_9809,@AmazonHelp Was sent this item in 6x9 size. Trying to return &amp; UPS did not show up today. I'd keep item if I could get refund for price difference. https://t.co/G1a6por32Z,@117798 We would like to investigate further with you. Please reach out to us at your convenience: https://t.co/hApLpMlfHN ^JP,refund_or_return,0.93
real_9813,諸事情でamazonプライム使ったんだけど、これ早く解除しないとお金取られちゃうんだっけ…今回だけなんだよね、どうしても今日ほしいのは…ついでにはいび〜写真集頼んじゃったけども,"@117799 こんにちは。30日後のプライム本会員への自動移行をご希望されない場合は、こちらから自動更新をオフにしていただけます&gt; https://t.co/wdPTbEULCH 
プライム特典の一覧はこちらです&gt; https://t.co/AbfeovjCgG YM",cancellation_request,0.92
real_9815,Please explain this @AmazonHelp https://t.co/VJ4d1ii4PH,@117800 I'm sorry it hasn't arrived! We strive to meet the delivery date in your confirmation e-mail. Have we missed that date? ^MO,other_spam_irrelevant,0.95
real_9818,@AmazonHelp if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for.,"@117801 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfHN! ^WT",delivery_delay_or_lost,0.92
real_9820,@AmazonHelp if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for.,@117801 I'm sorry for the wait! One-Day shipping refers to transit time in business days once an order's shipped! (1/2),complaint_escalation,0.85
real_9822,@115821 thanks for the new movies on Prime video. Something new to distract from pain during CRPS flare ups #TheWitches 🌙🎃,@117802 We are happy that our new selections bring you some comfort. Stay strong Cassandra ^CH,other_spam_irrelevant,0.98
real_9824,"Hey @117804, é possível sincronizar minha conta do @695 para ler no Kindle?","@117803 Olá, Tiago. Atualmente essa opção não está disponível. Qualquer novidade será anunciada no nosso site e redes sociais. ^CR",account_or_login_issue,0.95
real_9864,"Amazonから明日配達予定だったHDDが届いたんだけど、箱の中のクッション意味あるの？
何の役にもたってないんだけど。
品物が衝撃に弱い精密機器ってわかって梱包してんの？
配達の軽トラの荷台で何時間も衝撃にさらされたHDDですか。 https://t.co/DcqV2uV0we",@117816 ご不快の念をお掛けし申し訳ございません。Amazonでは今後のサービス改善のため、梱包についてのご意見を承っておりますので、もしよろしければ、リンクのヘルプページご参照の上、ご意見をお送りください。https://t.co/r80cIFs9f6 TN,complaint_escalation,0.92
real_9871,Amazon梱包雑になったぞおおおおおお！？！？ https://t.co/flImzUdwwk,@117819 ご不快の念をお掛けしております。Amazonでは今後のサービス改善のため、梱包についてのご意見を承っております。よろしければ、リンクのヘルプページをご参照の上、ご意見をお送りください。https://t.co/r80cIFs9f6 TN,damaged_or_wrong_item,0.92
real_9954,"@AmazonHelp amazon just doesn’t seem to get it together, poor customer service, warranty is a scam",@117845 Sorry to hear you're having issues with your Fire tablet. Seems to be a bit of an issue with the link above. Please provide info here: https://t.co/R55eEQwSEs so we can look into this for you. ^ES,complaint_escalation,0.92
real_9956,"@AmazonHelp I was on the phone for an hour; kids fire tablet not working , warranty is a lie and your agents are rude.",@117845 I'm sorry for this poor experience. We'd like to look into this. Please pass your details to us here: https://t.co/vQp02VsuI4 ^RR,complaint_escalation,0.92
real_9958,@116935 worst customer service; got hung up on twice,@117845 I'm so sorry we've let you down; that's never our intent! We'd like to take a closer look into this and explore options with you. Please reach us by phone or chat when you have a moment for direct assistance:  https://t.co/hApLpMlfHN ^LL,complaint_escalation,0.95
real_10320,"@AmazonHelp I have a package that is showing as delivered last Friday, however it has not been and there is no note. Thanks",@117870 I'm sorry for any concern this causes! We'd like a chance to look into this with you by phone or chat here: https://t.co/JzP7hlA23B ^WT,delivery_delay_or_lost,0.97
real_10623,Anyone else see an odd looking @115821 website? It looks very different. Not wrkng as easily and lots of red text,@117944 I'm sorry about that! I would recommend logging out and clearing cache and cookies. Let us know if that works! ^LM,other_spam_irrelevant,0.95
real_10625,@117634 I love my new Kindle Oasis! Please tell me that immersion reading will be added in a future update?!,@117945 I'm glad you're enjoying the Oasis! You're welcome to send us feedback with this e-mail: __email__. ^SJ,general_product_question,0.92
real_10627,@AmazonHelp why doesn't blue light filter work on kids account on the fire kids edition?,@117946 I'm sorry! Blue Shade isn't a supported feature on child profiles. ^WT,general_product_question,0.98
real_10630,"el soporte al cliente de @115821 es tan buena onda, que dan ánimos de contactarlos sólo para platicar con ellos :P",@117947 Garcias Jäcob Pintle :). Nos alegra mucho saber que hacemos bien nuestro trabajo. Tratamos de mejorar cada día más. 😃🤝 ^JJ,other_spam_irrelevant,0.99
real_10632,How does amazon have late shipping? Multi billion dollar company @115821,@117948 I'm sorry we let you down! Do you have a current order that has passed the delivery date? ^DD,delivery_delay_or_lost,0.93
real_10635,@AmazonHelp I have an order that was supposed to be here on the 25th which has not arrived yet.,"@117948 What does the current tracking indicate? Also, who does the tracking indicate as carrier?: https://t.co/PyACxvY8Qo ^VB",delivery_delay_or_lost,0.93
real_10638,"@AmazonHelp My apologies, it says now that the delivery date is October 31st. Still hasn't come though.","@117948 Hi Mark!

Deliveries will run up until 21:00.  Let us know what happens.

Chuck H",delivery_delay_or_lost,0.93
real_10641,@AmazonHelp No package.,@117948 I'm sorry it hasn't arrived! Please get in touch with us here: https://t.co/hApLpMlfHN for available options. ^EZ,order_status_tracking,0.9
real_10642,"@AmazonHelp The tracking indicated as here, and then, it seemed to go back in time, saying it was not here anymore. I believe it's USPS",@117948 Please get in touch with us here: https://t.co/Q7Ftz6nj80 and we'd be happy to review available options with you. ^EZ,order_status_tracking,0.92
real_10644,@AmazonHelp did amazon get hacked?,@117949 We'd like to help! Have you noticed any unauthorized activity on your account? ^VB,other_spam_irrelevant,0.98
real_10646,"@115821 paid for next day delivery.. had it confirmed and alas, no package #nothappy","@117950 I'm so sorry for the wait. If you have a moment, please contact us by chat or phone: https://t.co/JzP7hlA23B. ^LH",delivery_delay_or_lost,0.92
real_10649,勝手にAmazonプライム会員になってて毎月会員費とられてた😇😇😇,@117951 (1/2)意図しないご登録となり申し訳ありません。プライム無料体験をご利用ではなかったでしょうか。ご登録後に自動更新をオフに設定されていない場合、体験期間終了後に有料会員へと移行となります。 YM,cancellation_request,0.92
real_10652,hey @115821 why did i pay extra for shipping only for my order to say 'arriving today' and it still hasnt shipped yet just wondering.,@117952 I'm sorry your order hasn't arrived! We'd like to see how we can help so please reach us here: https://t.co/hApLpMlfHN ^DD,delivery_delay_or_lost,0.93
real_10654,E já estou desesperada achando que não vai dar tempo da @117086 entregar o terceiro livro antes de eu teminar esse.,@117953 Oi Juliana. Qual é a data de entrega do seu pedido? 🤔 ^JJ,order_status_tracking,0.92
real_10657,"@117093 Hey yall. Why is my checkout not working? I click ""checkout with fresh"" and it takes me to an error page. What's the deal?",@117954 I'm sorry to hear about the trouble. We'd like to take a closer look into this for you here: https://t.co/hApLpMlfHN ^LI,billing_or_payment_issue,0.92
real_10659,My package from @115821 was supposed to arrive today. Now it not coming till Friday. Why the hell do I pay for prime. Doesn't do shit.,"@117955 Oh no, Blair! Can you confirm the delivery date that was provided in your order confirmation email? ^LA",delivery_delay_or_lost,0.97
real_10661,@115821 where’s my damn nutribullet,@117956 I'm sorry you haven't received your item! Can you tell us who the carrier is? Found here: https://t.co/q4LAMZ3tbE ^AC,order_status_tracking,0.95
real_10663,@AmazonHelp @115766 Can I get a confirmation that it will ship tomorrow?,@117957 We always strive to get your order to you at the stated expected delivery time that is stated at the time of checkout ^CH,order_status_tracking,0.99
real_11013,"@AmazonHelp Didn’t know I needed to. Is that really a thing?! But still Prime shipping should be 2 days, correct?","@118078 Yes, Release-Date Delivery is definitely a thing and the Amazon Prime two day shipping does mean two days after processed. ^CN",general_product_question,0.92
real_11016,Hey @115821 What’s the point of preordering a game if I don’t get it until 5 days after release?,@118078 I'm sorry for the frustration! Did you select Release-Date Delivery at checkout? ^AC,delivery_delay_or_lost,0.92
real_11018,"@115821 u just lost a prime member of many years. Not only did u mess up 3 consec orders, u refuse to make good on them.",@118079 I'm sorry! We'd love to help where we can. Please give us more details without sharing personal account information. ^LM,complaint_escalation,0.93
real_11025,@AmazonHelp The carrier doesn't sell free 2 day shipping as part of a membership. Amazon does.,@118079 We'd still like to help. What does the tracking show in Your Orders: https://t.co/PCtircFm5C? Who is the carrier here? ^SJ,general_product_question,0.92
real_11028,"@AmazonHelp I called customer serv, they called usps and the usps rep blamed your routing. The second the usps rep was off the phone Amazon blamed usps","@118079 When you were on the phone with us, did we mention a date as to when we could provide more options? ^TN",complaint_escalation,0.92
real_11031,"@AmazonHelp They did not. The wrinkle is, I board a plane for the U.K. In the am and these items were part of the attire for the wedding im in.","@118079 Hey, Mike! Were the other late items also shipped via USPS? You can check here: https://t.co/Y5jpI9gRhE ^LA",delivery_delay_or_lost,0.78
real_11033,@AmazonHelp Yes,@118079 I hope you are willing to give us a chance in the future to make things right. ^TN (2/2),other_spam_irrelevant,0.95
real_11034,@AmazonHelp Yes,"@118079 I'm sorry we let you down on this order. If the order arrives too late, you can return them for a full refund. ^TN (1/2)",other_spam_irrelevant,0.98
real_11035,"Uhh... my 10 y/o just asked Alexa to play Halloween music. First song opening lyric: ""yippee kiyay motherfucker."" Wtf @116935??",@118080 Yikes! We'd like to take a closer look into this. Please reach out with more information here: https://t.co/6Z7czEwEfV ^DG,other_spam_irrelevant,0.95
real_11037,I'm so anxious to see that my Xbox one X will be shipping. I'm seeing other people get their confirmations. Where's mine @115821,@118081 I'm sorry you haven't received an update on your shipping details! You can check your order here: https://t.co/Y5jpI9gRhE ^MO,order_status_tracking,0.99
real_11040,@AmazonHelp Yeah I know how to check it. There's no information still,@118081 Please keep an eye on your e-mails and check your junk/spam folder. We'll let you know once we've confirmed a date. ^NM,order_status_tracking,0.92
real_11043,@AmazonHelp you keep insisting you havnt taken any money from me dispite proof! #givememymoneyback https://t.co/CeRSmNOEdK,"@118083 Thanks for reaching out, Gemma! We have responded to your direct message. Please respond to us there! ^HM",refund_or_return,0.92
real_11045,@AmazonHelp at 7 it said it was out for delivery by 8 pm. It now says sorry for your package being late and will arrive by November 3rd,@117955 I am so sorry about that! Who was the carrier? You can find that info here: https://t.co/Y5jpI9gRhE? ^BA,delivery_delay_or_lost,0.96
real_11047,@AmazonHelp Original promised delivery date was yesterday to this Friday.,@118084 Please give us a call here: https://t.co/Q7Ftz6nj80 so we can take a look into this with you! ^TR,delivery_delay_or_lost,0.95
real_11050,"@AmazonHelp Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery",@118084 Thanks for the information. Please let us know if your order doesn't arrive by Friday. ^EZ,order_status_tracking,0.95
real_11052,@AmazonHelp it's been 7 days &amp; my @115821 order still hasn't shipped. #fail https://t.co/apV29xdWuM,@118084 I'm sorry that your package has not shipped! Did we miss the promised Delivery date found here: https://t.co/Y5jpI9gRhE  ^LM,delivery_delay_or_lost,0.92
real_11054,30日にAmazonでカード払いで買ったんだけど、1日深夜に出荷準備が遅れていますメールと共にまたカード利用のメール。どういうこっちゃʅ（◞‿◟）ʃ遅れるのは全然構わないけど2倍払わされるのは勘弁だわー。Amazonでのカード払いやめよう。,@118085 デビット機能付きのカードをご利用のため、カードが再度承認された際に代金が引き落とされた可能性が考えられます。二重引き落としが発生した場合は、後日クレジットカード会社から取り消しが行われます。 YM,billing_or_payment_issue,0.92
real_11057,"@AmazonHelp リプありがとうございます！
それがデビット機能は付いていないので不思議だったのです。

いずれにせよ取り消されるみたいで安心しました！","@118085 重複してのご請求は行いませんので、ご安心くださいませ。
なお、万が一、重複している場合や取り消しがされない場合には、確認させていただきますので、カスタマーサービスにご連絡ください。https://t.co/bwBU0NvYIn TY",cancellation_request,0.92
real_11058,@AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again,@118086 I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: https://t.co/CTNCjpcgOm? ^SJ,delivery_delay_or_lost,0.92
real_11061,@AmazonHelp Should have been today before 8,@118086 Please get in touch with us here: https://t.co/hApLpMlfHN and we'd be happy to review available shipping refund options. ^EZ,delivery_delay_or_lost,0.92
real_11062,Regretting having bought @115821 Kindle Fire Kids Edition. Every day it has some random problem I have to fix. Now saying theres no SD card.,@118087 Please try to remove and reinsert the SD card following the steps here: https://t.co/ZtaYsyA9rO. Let us know how this helps! ^MB,general_product_question,0.92
real_11067,@AmazonHelp when its removed the system says it's inserted but unrecognized. When it's inserted the tablet behaves as though there's no card,@118087 Check the SD Card slot and make sure there is no particulate matter which may be effecting how the card is being detected. ^CH,billing_or_payment_issue,0.78
real_11068,"@AmazonHelp it was doing this a few days ago and a factory reset dixednit, for two days. A hard reboot did not resolve.",@118087 We'd like to try to solve this problem for you! Please contact us here so we can take a closer look: https://t.co/hApLpMlfHN ^CN,other_spam_irrelevant,0.92
real_11069,"@AmazonHelp it was doing this a few days ago and a factory reset fixed it, for two days. A hard reboot with card in or out does not resolve.","@118087 That's odd! We'd like to help further with this. When you can, please reach out to us here: https://t.co/hApLpMlfHN ^HM",account_or_login_issue,0.87
real_11071,@AmazonHelp isn't prime two day shipping supposed to be guaranteed? what happens when its late?,@118088 I'm sorry you haven't received your order yet! Have we missed the delivery date confirmed via e-mail: https://t.co/CTNCjpcgOm? ^GM,delivery_delay_or_lost,0.96
real_11074,@AmazonHelp yes it was due today by 8pm and now its changed to tomorrow or the next couple days... but isn;t there a guarantee?,@118088 We're unable to access accounts on Twitter but we'd like to look into it for you here: https://t.co/hApLpMlfHN ^LI,delivery_delay_or_lost,0.92
real_11077,"I'm thinking that @115821 tracking is total fiction - package has been ""Out for Delivery"" for 2 days &amp; hasn't arrived. 3 days late.",@118090 Oh no! I'm sorry you haven't received your order! Please contact us here so we may look into this: https://t.co/hApLpMlfHN ^BN,delivery_delay_or_lost,0.96
real_11080,@AmazonHelp Talked w/ cust. serv. yesterday. Just sent an email from link. Would like a straight answer abt my order.,@118090 We'd still like to help. What is the delivery date shown in the order e-mail: https://t.co/L9Xapf1v25? Who is the carrier? ^SJ,order_status_tracking,0.92
real_11082,"@AmazonHelp At time of order, del date was 10/29. Carrier is AMZL US.",@118090 I would like a member of our team look into this for you. Please fill out this form: https://t.co/dOqIHIw6g0 ^BA,order_status_tracking,0.92
real_11083,@115821 @AmazonHelp I'm so frustrated w/how things keep changing. Making it hard on POOR people!!! Free isn't free anymore.,"@118091 I'm so sorry to hear this! Without revealing any personal account information, will you provide us with more details? ^LH",complaint_escalation,0.85
real_11086,"@AmazonHelp So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick.","@118091 What kind of problems are you having with your Fire Stick, Mildred? ^VB",general_product_question,0.92
real_11088,"@AmazonHelp Continued buffering, loss of sound and it doesn't save where I leave off in programming.",@118091 Oh no! We'd like to look into this in real time with you. Please reach us via phone here: https://t.co/hApLpMlfHN ^AB,general_product_question,0.92
real_11089,My drying rack was broken when I opened the box. What should I do @115821? https://t.co/II4YnrWx0E,"@118092 I'm sorry your order arrived damaged, Marsha! You can see available options for that item here: https://t.co/T994nVbxA2 ^LA",damaged_or_wrong_item,0.96
real_11335,うええ……Amazonさんで9800円のお買い物してお金払ったのに商品が不良品で出荷できなくなり、アマゾンギフト券で9800円戻されても……ちょっと金額大きいんですけど……。,@118163 ご迷惑をお掛けしております。返金のAmazonギフト券は、銀行振込による返金に変更することが可能です。ご希望の場合は、口座情報などをお伺いする必要がございますので、お手数ですが、リンクよりカスタマーサービスにお電話にてお問い合わせください。https://t.co/J6YEizo6qC TN,damaged_or_wrong_item,0.92
real_11338,"@AmazonHelp ご親切にどうもありがとうございます。
買おうと思った商品が出品者の意向でキャンセルになり、同じ商品が出品されたまま１万円値段が上がっていました。不可解です。",@118163 Amazon以外の出品者の販売商品につきましては、各出品者が出品価格を自由に設定できます。しかしながら、当サイトでは、各出品者が商品を適切な価格で出品するべきであると認識しておりますため、貴重なご意見として頂戴いたします。SM,cancellation_request,0.92
real_11340,"@AmazonHelp お答え、どうもありがとうございました。
出品者を確認の上、これからも利用させて頂きます。",@118163 リプライありがとうございます。ご利用方法等でご不明な点がございましたらご遠慮なくご質問ください。今後ともどうぞよろしくお願いいたします。SK,other_spam_irrelevant,0.98
real_11348,"@116313 AmazonPrime発送で詐欺の恐れはありますか？
Nintendo Switchを購入したいんですが
親にAmazon販売.発送じゃないという事を理由に断られました

AmazonPrimeは安心なのでしょうか

AmazonPrimeの商品はAmazonが責任を持って自宅に届けてもらえるのでしょうか？
それとも販売ショップからの発送ですか？",@118168 発送元が「Amazon」とある商品は、Amazonの配送センターから発送される商品でございます。＊販売元は「Amazon」と「出品者」の場合がございます。なお、万が一お届けした商品に問題があった場合は、カスタマーサービスにて対応させていただきますので、いつでもお問い合わせください。TN,general_product_question,0.92
real_11402,"そういえば、電熱ヒーターもどきをAmazonで買ってたな。寒くなったし試すか。(´ω｀)

あったー😹えっ、…入らない😿

いや、でもヒーター部分は使えるかも❕❗❕

…縫い糸がケーブル貫通しとるやないかーい😂

まあ、400円だから…またなんか探そっと😸

皆さんも防寒対策お気をつけください🙋 https://t.co/b7tvSIEeGm",@118184 ご迷惑をおかけしております。お届けした商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。お手数ですが、リンクをご参照の上お手続きください。https://t.co/TYbxdUDknb TN,general_product_question,0.92
real_11405,@AmazonHelp すごっ、チェック早いですねー😸大分前に買った商品ですし、返品の手続きもめんどいんで今回は良いでーす🙋Amazonさん、どうもでーす😸,@118184 恐れ入ります。これからもhttps://t.co/st4oU5QbhPをどうぞよろしくお願いいたします。TN,other_spam_irrelevant,0.92
real_11406,"そういえば、電熱ヒーターもどきをAmazonで買ってたな。寒くなったし試すか。(´ω｀)

あったー😹えっ、…入らない😿

いや、でもヒーター部分は使えるかも❕❗❕

…縫い糸がケーブル貫通しとるやないかーい😂

まあ、400円だから…またなんか探そっと😸

皆さんも防寒対策お気をつけください🙋 https://t.co/b7tvSIEeGm",@118184 なお、マーケットプレイスの出品者が発送する商品の場合には、出品者毎にポリシーを設けているため、恐れ入りますが、出品者に直接お問い合わせください。出品者へのお問い合わせ方法はリンクよりご確認ください。https://t.co/ZXCXcbN3Tv TN,general_product_question,0.93
real_11425,Amazonでケーブル買って今日届くはずなのにまだ届かないんだが😇,@118191 ご迷惑をおかけしております。状況をお調べした上でご案内させていただきますので、恐れ入りますが、ご注文商品がAmazonが発送する商品の場合は、こちらのリンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN,delivery_delay_or_lost,0.95
real_11566,"@AmazonHelp Si, es correos y pedí ke viniesen a x el pakete pero me pedian ke me kedase o toda una mañana o toda una tarde en casa pero y mi trabajo??",@118229 Lamento los inconvenientes. Recomiendo reportar lo ocurrido a nuestro Servicio al Cliente: https://t.co/OjvUxwnzPe ^CR,order_status_tracking,0.65
real_11569,@AmazonHelp Es una devolucion,@118229 Comprendo. ¿Ya entraste en contacto con el transportista? ^CR,refund_or_return,0.93
real_11571,Me ha tocado un inepto en @4496 keiere gestionar la recogida de mi pakete de @115821 se monta su ruta y yo como penelope a esperarle! 😤,@118229 Hola.¿Cuál es la fecha de entrega de tu pedido? ^JJ,order_status_tracking,0.88
real_11573,@117086 ei mim ajuda,"@118230 Olá, Cassiel. Sem compartilhar informações pessoais ou da sua conta, me diga, como posso ajudar você? ^CR",other_spam_irrelevant,0.78
real_11576,"@AmazonHelp enviei meu ebook para o premio Kindle às 22h de hoje. Porém, a ferramenta kdp fala q demora 72h pra publicar. Vou concorrer mesmo assim, certo?","@118230 Recomendo entrar em contato diretamente com o SAC da KDP, para eles conferirem o seu caso: https://t.co/iAtVDKIvAN ^CR",general_product_question,0.99
real_11578,@AmazonHelp Still not got any mail please solve my problem right now.,"@118231 I'm afraid, we'll not be able to take any action on your account once it is put on hold. Request you to wait for the email. ^HD",order_status_tracking,0.6
real_11581,@AmazonHelp Please do it fast,"@118231 Further, we wouldn't be able to offer any additional insight/ info in this regard. Appreciate your understanding. (3/3) ^SV",other_spam_irrelevant,0.9
real_11582,@AmazonHelp Please do it fast,"@118231 As this is account related, our specialist team are the best ones to assist you.  (2/3) ^SV",complaint_escalation,0.82
real_11583,@AmazonHelp Please do it fast,"@118231 I get your concern, Hussain. As requested, please reply to the correspondence sent by our specialist team. (1/3) ^SV",other_spam_irrelevant,0.78
real_11589,@115851 my Amazonid is __email__ is blocked since 3months please unblock it.,"@118231 Hi, you should have received an email with an update over your account. We will not be check this for you. ^RW",account_or_login_issue,0.92
real_11592,Bit of a piss take really now @115830 - was promised it by 9pm today. https://t.co/QKJ9a5DIki,@118232 Oh no! Let's talk about this in real time. Please call or chat with us here: https://t.co/wMcUf6lHpn ^BA,delivery_delay_or_lost,0.92
real_11595,@AmazonHelp Done that. Was told I would definitely have it by 9pm yesterday &amp; it's still not been delivered!!!!,"@118232 Just to confirm, what's the current tracking information listed for your order here: https://t.co/aaDyEz1VgE ^HC",delivery_delay_or_lost,0.93
real_11596,@AmazonHelp  don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it,@118233 I'm so sorry for the wait! What does tracking information say here: https://t.co/PyACxvY8Qo? ^MH,complaint_escalation,0.9
real_11599,#Halloween #goldenretriever #dogs #puppy @115821 6 month old service dog Halloween https://t.co/WOoQOFCXiM,"@118234 Happy Halloween to this very, very good puppy! I'd be lion if I said he didn't have my heart! 😍🦁^BL",other_spam_irrelevant,0.99
real_11601,"@amazonhelp My order 113-8951188-2020217 says ""Left in mailroom"" but my house doesn't have a mailroom and I've been home all day.",@118235 Oh no! Have you checked the mailbox? These steps may help locate the order: https://t.co/7jZ5OuoXoK. Keep us posted! ^BN,delivery_delay_or_lost,0.97
real_11604,"@AmazonHelp Not in the mailbox, not on the porch, not in my house, not at the neighbors. This was a Prime order, late/lost again.",@118235 I'm sorry those steps didn't help! Who was the carrier for this order? You can check here: https://t.co/Y5jpI9gRhE ^BL,delivery_delay_or_lost,0.99
real_11606,"@AmazonHelp Carrier: AMZL US, Tracking #: TBA516106123000","@118235 I'd like someone from my team to check into this. When you can, please drop your details here: https://t.co/jNvrqbIPwn ^BL",order_status_tracking,0.99
real_11608,"アマゾンからショートメールで
有料サイト使用による未納料金が発生してる
的な詐欺ショートメール来た！アマゾン使ってない！！！ｗｗｗ","@118236 (*´-`).｡oO(ご存知かと思いますが、当サイトからのご請求ではございませんので、ご連絡されませんように。。。)
また、携帯大手3社をご利用の場合には、迷惑メール対策として、申告窓口を設置しています。今後受信しないためにも、各窓口へご申告ください。TY",other_spam_irrelevant,0.92
real_11611,"@AmazonHelp お忙しい中、丁寧にありがとうございます。
申告窓口へ報告します。(｀_´)ゞ","@118236 お手数おかけしますが、よろしくお願いします。
最近、Amazonを騙るフィッシングが増えているようでございますので、ご注意くださいませ(*´︶`*) TY",other_spam_irrelevant,0.92
real_11613,"@AmazonHelp いえいえ、Amazonさんこそとばっちりの迷惑かけられてお疲れ様ですm(__)m 

詐欺軍団はあの手この手で迷惑極まりないですねヽ(`Д´)ﾉﾌﾟﾝﾌﾟﾝ","@118236 あたたかいお言葉、ありがとうございます(*ﾉωﾉ)
色々な種類のフィッシングなどがあるようなので、ご注意いただき、何かご不明な点があれば、ご遠慮なくお声がけください！
今後も、Amazonをよろしくお願いします(o*。_。)oペコッ TY",other_spam_irrelevant,0.99
real_11614,"やばー！
Amazonプライム自動更新されてしまった💧",@118237 Amazonプライムが不要な場合には、アカウントサービスから解除していただけます。更新後特典利用が無ければ、返金を承る事も可能です。詳しくはこちらのヘルプページをご覧ください。 https://t.co/9tQT1Jh8Tw TY,cancellation_request,0.95
real_11616,@AmazonHelp Lol that's not my real name. But basically yeah they won't just leave it at my front door. Tomorrow's the final attempt.,"@118238 Hi, not Hugh:) Who is the carrier for this delivery? You can find this information here: https://t.co/Y5jpI9gRhE  ^LM",delivery_delay_or_lost,0.92
real_11618,@AmazonHelp how do I inform your delivery drivers to just leave my package at my front door?,"@118238 Hey, Hugh! Are you having trouble receiving a recent order? ^LA",general_product_question,0.95
real_11620,"アマゾンで注文した小説、ご注文は後、1週間以内にお届けという表記だったけど、二回も配達日が延期になりもう1か月になるのに届かない。
アマゾンで注文したプンタブ、ご注文受けて3日で発送という表記なのにコンビニ払いを済ませたとたん、配送予定日が50日後に変更の連絡。詐欺かな？","@118239 ご心配をおかけしております。Amazonです。
Twitter上ではご注文の詳細を確認させていただくことができませんので、確認ご希望の場合には、下記URLよりカスタマーサービスにご連絡ください。https://t.co/bwBU0NvYIn TY",delivery_delay_or_lost,0.97
real_11622,@AmazonHelp AMZL US,@117955 Please provide your details here: https://t.co/zUIZ61Nac2 and my team will escalate to Amazon Logistics. ^EZ,other_spam_irrelevant,0.92
real_11625,"Queridos @116875 , no se mamen!. 😒😒😒 https://t.co/MgxuZjfrte",@118240 Hola. Lamento los inconvenientes. Aquí podrás ver las opciones de reembolso o reemplazo disponibles https://t.co/dKUWE4YKnn ^CR,other_spam_irrelevant,0.99
real_11973,@AmazonHelp My Halloween costume is a day late. Can you help?,"@118354 I'm so sorry we've let you down. Please reach us here: https://t.co/hApLpMlfHN, so we can explore options with you. ^LL",delivery_delay_or_lost,0.99
real_11975,Seriously @115821 what is up with ordering things and it being open?  You guys shipping returned items.  2nd day in a row this happens :SMH: https://t.co/gMyT1z9Zu1,@118355 We do not want this to happen and are eager to help. Reach out to us for more assistance here: https://t.co/hApLpMlfHN ^LM,damaged_or_wrong_item,0.92
real_11978,@116090 don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it,@118233 Oh no! Have we missed the estimated delivery date showing in your order confirmation e-mail? We're here to help! ^ML,delivery_delay_or_lost,0.92
